EAR,MAR,TIME
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.27919933236454386,0.19621165057908915,16:58:03.053928
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.27919933236454386,0.19621165057908915,16:58:03.053928
0.2955402550169892,0.3001298971044053,16:58:03.253934
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.27919933236454386,0.19621165057908915,16:58:03.053928
0.2955402550169892,0.3001298971044053,16:58:03.253934
0.30617790539899736,0.1276142374915397,16:58:03.445948
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.27919933236454386,0.19621165057908915,16:58:03.053928
0.2955402550169892,0.3001298971044053,16:58:03.253934
0.30617790539899736,0.1276142374915397,16:58:03.445948
0.28849592397992674,0.21573786516665266,16:58:03.621916
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.27919933236454386,0.19621165057908915,16:58:03.053928
0.2955402550169892,0.3001298971044053,16:58:03.253934
0.30617790539899736,0.1276142374915397,16:58:03.445948
0.28849592397992674,0.21573786516665266,16:58:03.621916
0.28376940124900285,0.03333333333333333,16:58:03.805916
0.26381093095638775,0.2630974075664057,16:58:01.477915
0.27503541845027546,0.223606797749979,16:58:01.965915
0.2814620186598393,0.223606797749979,16:58:02.205914
0.3195477287380425,0.19621165057908915,16:58:02.461915
0.2852785372033668,0.1,16:58:02.669915
0.2867934956481206,0.19621165057908915,16:58:02.861916
0.27919933236454386,0.19621165057908915,16:58:03.053928
